date,USO_unscaled,USO_monthly,isPartial,scale,USO
2021-04-23,57,20.0,,0.2,11.4
2021-04-24,72,20.0,,0.2,14.4
2021-04-25,61,20.0,,0.2,12.200000000000001
2021-04-26,63,20.0,,0.2,12.600000000000001
2021-04-27,69,20.0,,0.2,13.8
2021-04-28,68,20.0,,0.2,13.600000000000001
2021-04-29,69,20.0,,0.2,13.8
2021-04-30,63,20.0,,0.2,12.600000000000001
2021-05-01,70,22.0,False,0.22,15.4
2021-05-02,61,22.0,,0.22,13.42
2021-05-03,66,22.0,,0.22,14.52
2021-05-04,69,22.0,,0.22,15.18
2021-05-05,63,22.0,,0.22,13.86
2021-05-06,69,22.0,,0.22,15.18
2021-05-07,65,22.0,,0.22,14.3
2021-05-08,100,22.0,,0.22,22.0
2021-05-09,57,22.0,,0.22,12.540000000000001
2021-05-10,71,22.0,,0.22,15.62
2021-05-11,78,22.0,,0.22,17.16
2021-05-12,82,22.0,,0.22,18.04
2021-05-13,68,22.0,,0.22,14.96
2021-05-14,76,22.0,,0.22,16.72
2021-05-15,97,22.0,,0.22,21.34
2021-05-16,73,22.0,,0.22,16.06
2021-05-17,83,22.0,,0.22,18.26
2021-05-18,71,22.0,,0.22,15.62
2021-05-19,83,22.0,,0.22,18.26
2021-05-20,73,22.0,,0.22,16.06
2021-05-21,59,22.0,,0.22,12.98
2021-05-22,67,22.0,,0.22,14.74
2021-05-23,66,22.0,,0.22,14.52
2021-05-24,76,22.0,,0.22,16.72
2021-05-25,69,22.0,,0.22,15.18
2021-05-26,81,22.0,,0.22,17.82
2021-05-27,66,22.0,,0.22,14.52
2021-05-28,60,22.0,,0.22,13.2
2021-05-29,80,22.0,,0.22,17.6
2021-05-30,62,22.0,,0.22,13.64
2021-05-31,82,22.0,,0.22,18.04
2021-06-01,70,22.0,False,0.22,15.4
2021-06-02,58,22.0,,0.22,12.76
2021-06-03,58,22.0,,0.22,12.76
2021-06-04,59,22.0,,0.22,12.98
2021-06-05,59,22.0,,0.22,12.98
2021-06-06,52,22.0,,0.22,11.44
2021-06-07,56,22.0,,0.22,12.32
2021-06-08,60,22.0,,0.22,13.2
2021-06-09,63,22.0,,0.22,13.86
2021-06-10,55,22.0,,0.22,12.1
2021-06-11,59,22.0,,0.22,12.98
2021-06-12,74,22.0,,0.22,16.28
2021-06-13,55,22.0,,0.22,12.1
2021-06-14,68,22.0,,0.22,14.96
2021-06-15,61,22.0,,0.22,13.42
2021-06-16,58,22.0,,0.22,12.76
2021-06-17,66,22.0,,0.22,14.52
2021-06-18,54,22.0,,0.22,11.88
2021-06-19,63,22.0,,0.22,13.86
2021-06-20,57,22.0,,0.22,12.540000000000001
2021-06-21,62,22.0,,0.22,13.64
2021-06-22,65,22.0,,0.22,14.3
2021-06-23,55,22.0,,0.22,12.1
2021-06-24,56,22.0,,0.22,12.32
2021-06-25,57,22.0,,0.22,12.540000000000001
2021-06-26,78,22.0,,0.22,17.16
2021-06-27,82,22.0,,0.22,18.04
2021-06-28,100,22.0,,0.22,22.0
2021-06-29,99,22.0,,0.22,21.78
2021-06-30,66,22.0,,0.22,14.52
2021-07-01,30,27.0,False,0.27,8.100000000000001
2021-07-02,26,27.0,,0.27,7.0200000000000005
2021-07-03,31,27.0,,0.27,8.370000000000001
2021-07-04,23,27.0,,0.27,6.210000000000001
2021-07-05,22,27.0,,0.27,5.94
2021-07-06,100,27.0,,0.27,27.0
2021-07-07,72,27.0,,0.27,19.44
2021-07-08,40,27.0,,0.27,10.8
2021-07-09,36,27.0,,0.27,9.72
2021-07-10,53,27.0,,0.27,14.31
2021-07-11,32,27.0,,0.27,8.64
2021-07-12,28,27.0,,0.27,7.5600000000000005
2021-07-13,29,27.0,,0.27,7.83
2021-07-14,27,27.0,,0.27,7.290000000000001
2021-07-15,22,27.0,,0.27,5.94
2021-07-16,24,27.0,,0.27,6.48
2021-07-17,21,27.0,,0.27,5.67
2021-07-18,19,27.0,,0.27,5.130000000000001
2021-07-19,34,27.0,,0.27,9.18
2021-07-20,22,27.0,,0.27,5.94
2021-07-21,20,27.0,,0.27,5.4
2021-07-22,20,27.0,,0.27,5.4
2021-07-23,23,27.0,,0.27,6.210000000000001
2021-07-24,20,27.0,,0.27,5.4
2021-07-25,18,27.0,,0.27,4.86
2021-07-26,18,27.0,,0.27,4.86
2021-07-27,19,27.0,,0.27,5.130000000000001
2021-07-28,19,27.0,,0.27,5.130000000000001
2021-07-29,20,27.0,,0.27,5.4
2021-07-30,18,27.0,,0.27,4.86
2021-07-31,23,27.0,,0.27,6.210000000000001
2021-08-01,82,18.0,False,0.18,14.76
2021-08-02,86,18.0,,0.18,15.479999999999999
2021-08-03,73,18.0,,0.18,13.139999999999999
2021-08-04,68,18.0,,0.18,12.24
2021-08-05,83,18.0,,0.18,14.94
2021-08-06,72,18.0,,0.18,12.959999999999999
2021-08-07,98,18.0,,0.18,17.64
2021-08-08,71,18.0,,0.18,12.78
2021-08-09,85,18.0,,0.18,15.299999999999999
2021-08-10,76,18.0,,0.18,13.68
2021-08-11,73,18.0,,0.18,13.139999999999999
2021-08-12,85,18.0,,0.18,15.299999999999999
2021-08-13,83,18.0,,0.18,14.94
2021-08-14,57,18.0,,0.18,10.26
2021-08-15,54,18.0,,0.18,9.719999999999999
2021-08-16,77,18.0,,0.18,13.86
2021-08-17,84,18.0,,0.18,15.12
2021-08-18,80,18.0,,0.18,14.399999999999999
2021-08-19,76,18.0,,0.18,13.68
2021-08-20,65,18.0,,0.18,11.7
2021-08-21,82,18.0,,0.18,14.76
2021-08-22,100,18.0,,0.18,18.0
2021-08-23,88,18.0,,0.18,15.84
2021-08-24,81,18.0,,0.18,14.58
2021-08-25,87,18.0,,0.18,15.66
2021-08-26,97,18.0,,0.18,17.46
2021-08-27,78,18.0,,0.18,14.04
2021-08-28,78,18.0,,0.18,14.04
2021-08-29,73,18.0,,0.18,13.139999999999999
2021-08-30,75,18.0,,0.18,13.5
2021-08-31,83,18.0,,0.18,14.94
2021-09-01,72,18.0,False,0.18,12.959999999999999
2021-09-02,93,18.0,,0.18,16.74
2021-09-03,74,18.0,,0.18,13.32
2021-09-04,78,18.0,,0.18,14.04
2021-09-05,63,18.0,,0.18,11.34
2021-09-06,84,18.0,,0.18,15.12
2021-09-07,72,18.0,,0.18,12.959999999999999
2021-09-08,70,18.0,,0.18,12.6
2021-09-09,85,18.0,,0.18,15.299999999999999
2021-09-10,81,18.0,,0.18,14.58
2021-09-11,80,18.0,,0.18,14.399999999999999
2021-09-12,80,18.0,,0.18,14.399999999999999
2021-09-13,69,18.0,,0.18,12.42
2021-09-14,69,18.0,,0.18,12.42
2021-09-15,67,18.0,,0.18,12.059999999999999
2021-09-16,67,18.0,,0.18,12.059999999999999
2021-09-17,76,18.0,,0.18,13.68
2021-09-18,73,18.0,,0.18,13.139999999999999
2021-09-19,69,18.0,,0.18,12.42
2021-09-20,80,18.0,,0.18,14.399999999999999
2021-09-21,80,18.0,,0.18,14.399999999999999
2021-09-22,84,18.0,,0.18,15.12
2021-09-23,76,18.0,,0.18,13.68
2021-09-24,66,18.0,,0.18,11.879999999999999
2021-09-25,59,18.0,,0.18,10.62
2021-09-26,67,18.0,,0.18,12.059999999999999
2021-09-27,100,18.0,,0.18,18.0
2021-09-28,83,18.0,,0.18,14.94
2021-09-29,84,18.0,,0.18,15.12
2021-09-30,77,18.0,,0.18,13.86
2021-10-01,97,18.0,False,0.18,17.46
2021-10-02,70,18.0,,0.18,12.6
2021-10-03,69,18.0,,0.18,12.42
2021-10-04,68,18.0,,0.18,12.24
2021-10-05,89,18.0,,0.18,16.02
2021-10-06,80,18.0,,0.18,14.399999999999999
2021-10-07,83,18.0,,0.18,14.94
2021-10-08,76,18.0,,0.18,13.68
2021-10-09,66,18.0,,0.18,11.879999999999999
2021-10-10,69,18.0,,0.18,12.42
2021-10-11,87,18.0,,0.18,15.66
2021-10-12,86,18.0,,0.18,15.479999999999999
2021-10-13,89,18.0,,0.18,16.02
2021-10-14,84,18.0,,0.18,15.12
2021-10-15,75,18.0,,0.18,13.5
2021-10-16,71,18.0,,0.18,12.78
2021-10-17,82,18.0,,0.18,14.76
2021-10-18,94,18.0,,0.18,16.919999999999998
2021-10-19,81,18.0,,0.18,14.58
2021-10-20,96,18.0,,0.18,17.28
2021-10-21,84,18.0,,0.18,15.12
2021-10-22,76,18.0,,0.18,13.68
2021-10-23,71,18.0,,0.18,12.78
2021-10-24,65,18.0,,0.18,11.7
2021-10-25,94,18.0,,0.18,16.919999999999998
2021-10-26,84,18.0,,0.18,15.12
2021-10-27,83,18.0,,0.18,14.94
2021-10-28,86,18.0,,0.18,15.479999999999999
2021-10-29,100,18.0,,0.18,18.0
2021-10-30,77,18.0,,0.18,13.86
2021-10-31,80,18.0,,0.18,14.399999999999999
2021-11-01,74,19.0,False,0.19,14.06
2021-11-02,74,19.0,,0.19,14.06
2021-11-03,73,19.0,,0.19,13.870000000000001
2021-11-04,93,19.0,,0.19,17.67
2021-11-05,78,19.0,,0.19,14.82
2021-11-06,100,19.0,,0.19,19.0
2021-11-07,72,19.0,,0.19,13.68
2021-11-08,69,19.0,,0.19,13.11
2021-11-09,98,19.0,,0.19,18.62
2021-11-10,89,19.0,,0.19,16.91
2021-11-11,84,19.0,,0.19,15.96
2021-11-12,84,19.0,,0.19,15.96
2021-11-13,74,19.0,,0.19,14.06
2021-11-14,58,19.0,,0.19,11.02
2021-11-15,98,19.0,,0.19,18.62
2021-11-16,85,19.0,,0.19,16.15
2021-11-17,96,19.0,,0.19,18.240000000000002
2021-11-18,68,19.0,,0.19,12.92
2021-11-19,84,19.0,,0.19,15.96
2021-11-20,76,19.0,,0.19,14.44
2021-11-21,64,19.0,,0.19,12.16
2021-11-22,92,19.0,,0.19,17.48
2021-11-23,89,19.0,,0.19,16.91
2021-11-24,80,19.0,,0.19,15.2
2021-11-25,74,19.0,,0.19,14.06
2021-11-26,70,19.0,,0.19,13.3
2021-11-27,82,19.0,,0.19,15.58
2021-11-28,63,19.0,,0.19,11.97
2021-11-29,72,19.0,,0.19,13.68
2021-11-30,84,19.0,,0.19,15.96
2021-12-01,100,17.0,False,0.17,17.0
2021-12-02,70,17.0,,0.17,11.9
2021-12-03,64,17.0,,0.17,10.88
2021-12-04,72,17.0,,0.17,12.24
2021-12-05,60,17.0,,0.17,10.200000000000001
2021-12-06,74,17.0,,0.17,12.58
2021-12-07,84,17.0,,0.17,14.280000000000001
2021-12-08,76,17.0,,0.17,12.920000000000002
2021-12-09,60,17.0,,0.17,10.200000000000001
2021-12-10,70,17.0,,0.17,11.9
2021-12-11,54,17.0,,0.17,9.180000000000001
2021-12-12,59,17.0,,0.17,10.030000000000001
2021-12-13,68,17.0,,0.17,11.56
2021-12-14,68,17.0,,0.17,11.56
2021-12-15,76,17.0,,0.17,12.920000000000002
2021-12-16,81,17.0,,0.17,13.770000000000001
2021-12-17,88,17.0,,0.17,14.96
2021-12-18,90,17.0,,0.17,15.3
2021-12-19,75,17.0,,0.17,12.750000000000002
2021-12-20,75,17.0,,0.17,12.750000000000002
2021-12-21,76,17.0,,0.17,12.920000000000002
2021-12-22,73,17.0,,0.17,12.41
2021-12-23,70,17.0,,0.17,11.9
2021-12-24,64,17.0,,0.17,10.88
2021-12-25,60,17.0,,0.17,10.200000000000001
2021-12-26,52,17.0,,0.17,8.84
2021-12-27,76,17.0,,0.17,12.920000000000002
2021-12-28,75,17.0,,0.17,12.750000000000002
2021-12-29,83,17.0,,0.17,14.110000000000001
2021-12-30,70,17.0,,0.17,11.9
2021-12-31,60,17.0,,0.17,10.200000000000001
